CdStationMesureEauxSurface;LbStationMesureEauxSurface;DtAnaTemp;HrAnaTemp;CdParametre;LbLongParamètre;CdFractionAnalysee;LbFractionAnalysee;RsAneTemp;CdUniteMesure;SymUniteMesure;CdStatutAnaTemp;MnemoStatutAna;CdQualAna;LbQualAna;INTProd;NomProducteur;INTGest;NomGest
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;01/02/2014;13:00:00;1301;Température de l'Eau;23;Eau brute;5.4619998931884801;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;01/02/2014;14:00:00;1301;Température de l'Eau;23;Eau brute;5.6160001754760698;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;01/02/2014;15:00:00;1301;Température de l'Eau;23;Eau brute;5.7189998626709002;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;01/02/2014;16:00:00;1301;Température de l'Eau;23;Eau brute;5.7960000038146999;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;01/02/2014;17:00:00;1301;Température de l'Eau;23;Eau brute;5.9489998817443803;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;01/02/2014;18:00:00;1301;Température de l'Eau;23;Eau brute;6.02600002288818;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;01/02/2014;19:00:00;1301;Température de l'Eau;23;Eau brute;6.0770001411437997;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;01/02/2014;20:00:00;1301;Température de l'Eau;23;Eau brute;6.1020002365112296;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;01/02/2014;21:00:00;1301;Température de l'Eau;23;Eau brute;6.1020002365112296;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;01/02/2014;22:00:00;1301;Température de l'Eau;23;Eau brute;6.0770001411437997;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;01/02/2014;23:00:00;1301;Température de l'Eau;23;Eau brute;6.02600002288818;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;00:00:00;1301;Température de l'Eau;23;Eau brute;6;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;01:00:00;1301;Température de l'Eau;23;Eau brute;6;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;02:00:00;1301;Température de l'Eau;23;Eau brute;6;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;03:00:00;1301;Température de l'Eau;23;Eau brute;6;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;04:00:00;1301;Température de l'Eau;23;Eau brute;6;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;05:00:00;1301;Température de l'Eau;23;Eau brute;5.9749999046325701;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;06:00:00;1301;Température de l'Eau;23;Eau brute;5.9749999046325701;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;07:00:00;1301;Température de l'Eau;23;Eau brute;5.9489998817443803;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;08:00:00;1301;Température de l'Eau;23;Eau brute;5.8979997634887704;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;09:00:00;1301;Température de l'Eau;23;Eau brute;5.8720002174377397;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;10:00:00;1301;Température de l'Eau;23;Eau brute;5.8470001220703098;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;11:00:00;1301;Température de l'Eau;23;Eau brute;5.8720002174377397;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;12:00:00;1301;Température de l'Eau;23;Eau brute;6.1020002365112296;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;13:00:00;1301;Température de l'Eau;23;Eau brute;6.3819999694824201;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;14:00:00;1301;Température de l'Eau;23;Eau brute;6.5599999427795401;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;15:00:00;1301;Température de l'Eau;23;Eau brute;6.6360001564025897;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;16:00:00;1301;Température de l'Eau;23;Eau brute;6.76300001144409;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;17:00:00;1301;Température de l'Eau;23;Eau brute;6.76300001144409;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;18:00:00;1301;Température de l'Eau;23;Eau brute;6.7880001068115199;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;19:00:00;1301;Température de l'Eau;23;Eau brute;6.6869997978210396;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;20:00:00;1301;Température de l'Eau;23;Eau brute;6.6110000610351598;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;21:00:00;1301;Température de l'Eau;23;Eau brute;6.4580001831054696;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;22:00:00;1301;Température de l'Eau;23;Eau brute;6.2810001373290998;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;02/02/2014;23:00:00;1301;Température de l'Eau;23;Eau brute;6.0510001182556197;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;00:00:00;1301;Température de l'Eau;23;Eau brute;5.8210000991821298;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;01:00:00;1301;Température de l'Eau;23;Eau brute;5.4619998931884801;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;02:00:00;1301;Température de l'Eau;23;Eau brute;5.2309999465942401;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;03:00:00;1301;Température de l'Eau;23;Eau brute;5.0500001907348597;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;04:00:00;1301;Température de l'Eau;23;Eau brute;4.94700002670288;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;05:00:00;1301;Température de l'Eau;23;Eau brute;4.8179998397827104;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;06:00:00;1301;Température de l'Eau;23;Eau brute;4.7140002250671396;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;07:00:00;1301;Température de l'Eau;23;Eau brute;4.6360001564025897;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;08:00:00;1301;Température de l'Eau;23;Eau brute;4.5580000877380398;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;09:00:00;1301;Température de l'Eau;23;Eau brute;4.5060000419616699;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;10:00:00;1301;Température de l'Eau;23;Eau brute;4.53200006484985;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;11:00:00;1301;Température de l'Eau;23;Eau brute;4.6620001792907697;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;12:00:00;1301;Température de l'Eau;23;Eau brute;4.94700002670288;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;13:00:00;1301;Température de l'Eau;23;Eau brute;5.3080000877380398;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;14:00:00;1301;Température de l'Eau;23;Eau brute;5.6420001983642596;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;15:00:00;1301;Température de l'Eau;23;Eau brute;5.9489998817443803;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;16:00:00;1301;Température de l'Eau;23;Eau brute;6.2039999961853001;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;17:00:00;1301;Température de l'Eau;23;Eau brute;6.3569998741149902;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;18:00:00;1301;Température de l'Eau;23;Eau brute;6.3819999694824201;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;19:00:00;1301;Température de l'Eau;23;Eau brute;6.3819999694824201;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;20:00:00;1301;Température de l'Eau;23;Eau brute;6.3309998512268102;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;21:00:00;1301;Température de l'Eau;23;Eau brute;6.2300000190734899;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;22:00:00;1301;Température de l'Eau;23;Eau brute;6.1529998779296902;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;03/02/2014;23:00:00;1301;Température de l'Eau;23;Eau brute;6.02600002288818;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;00:00:00;1301;Température de l'Eau;23;Eau brute;5.8979997634887704;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;01:00:00;1301;Température de l'Eau;23;Eau brute;5.8470001220703098;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;02:00:00;1301;Température de l'Eau;23;Eau brute;5.8210000991821298;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;03:00:00;1301;Température de l'Eau;23;Eau brute;5.8210000991821298;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;04:00:00;1301;Température de l'Eau;23;Eau brute;5.8470001220703098;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;05:00:00;1301;Température de l'Eau;23;Eau brute;5.9239997863769496;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;06:00:00;1301;Température de l'Eau;23;Eau brute;5.9239997863769496;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;07:00:00;1301;Température de l'Eau;23;Eau brute;5.9749999046325701;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;08:00:00;1301;Température de l'Eau;23;Eau brute;6.02600002288818;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;09:00:00;1301;Température de l'Eau;23;Eau brute;6.0770001411437997;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;10:00:00;1301;Température de l'Eau;23;Eau brute;6.1279997825622603;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;11:00:00;1301;Température de l'Eau;23;Eau brute;6.2810001373290998;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;12:00:00;1301;Température de l'Eau;23;Eau brute;6.4580001831054696;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;13:00:00;1301;Température de l'Eau;23;Eau brute;6.76300001144409;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;14:00:00;1301;Température de l'Eau;23;Eau brute;7.0409998893737802;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;15:00:00;1301;Température de l'Eau;23;Eau brute;7.2420001029968297;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;16:00:00;1301;Température de l'Eau;23;Eau brute;7.2680001258850098;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;17:00:00;1301;Température de l'Eau;23;Eau brute;7.2680001258850098;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;18:00:00;1301;Température de l'Eau;23;Eau brute;7.2170000076293901;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;19:00:00;1301;Température de l'Eau;23;Eau brute;7.06599998474121;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;20:00:00;1301;Température de l'Eau;23;Eau brute;6.9140000343322798;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;21:00:00;1301;Température de l'Eau;23;Eau brute;6.7119998931884801;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;22:00:00;1301;Température de l'Eau;23;Eau brute;6.4840002059936497;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;04/02/2014;23:00:00;1301;Température de l'Eau;23;Eau brute;6.3060002326965297;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;00:00:00;1301;Température de l'Eau;23;Eau brute;6.1020002365112296;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;01:00:00;1301;Température de l'Eau;23;Eau brute;5.9489998817443803;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;02:00:00;1301;Température de l'Eau;23;Eau brute;5.8720002174377397;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;03:00:00;1301;Température de l'Eau;23;Eau brute;5.8470001220703098;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;04:00:00;1301;Température de l'Eau;23;Eau brute;5.8470001220703098;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;05:00:00;1301;Température de l'Eau;23;Eau brute;5.8720002174377397;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;06:00:00;1301;Température de l'Eau;23;Eau brute;5.9489998817443803;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;07:00:00;1301;Température de l'Eau;23;Eau brute;6;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;08:00:00;1301;Température de l'Eau;23;Eau brute;6.0770001411437997;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;09:00:00;1301;Température de l'Eau;23;Eau brute;6.1529998779296902;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;10:00:00;1301;Température de l'Eau;23;Eau brute;6.2550001144409197;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;11:00:00;1301;Température de l'Eau;23;Eau brute;6.4580001831054696;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;12:00:00;1301;Température de l'Eau;23;Eau brute;6.73699998855591;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;13:00:00;1301;Température de l'Eau;23;Eau brute;6.8390002250671396;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;14:00:00;1301;Température de l'Eau;23;Eau brute;6.9140000343322798;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;15:00:00;1301;Température de l'Eau;23;Eau brute;6.9400000572204599;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;16:00:00;1301;Température de l'Eau;23;Eau brute;6.9650001525878897;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;17:00:00;1301;Température de l'Eau;23;Eau brute;7.0149998664856001;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;18:00:00;1301;Température de l'Eau;23;Eau brute;6.9400000572204599;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;19:00:00;1301;Température de l'Eau;23;Eau brute;6.8639998435974103;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;20:00:00;1301;Température de l'Eau;23;Eau brute;6.76300001144409;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;21:00:00;1301;Température de l'Eau;23;Eau brute;6.6360001564025897;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;22:00:00;1301;Température de l'Eau;23;Eau brute;6.5089998245239302;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;05/02/2014;23:00:00;1301;Température de l'Eau;23;Eau brute;6.3819999694824201;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;00:00:00;1301;Température de l'Eau;23;Eau brute;6.2039999961853001;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;01:00:00;1301;Température de l'Eau;23;Eau brute;6.02600002288818;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;02:00:00;1301;Température de l'Eau;23;Eau brute;5.8979997634887704;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;03:00:00;1301;Température de l'Eau;23;Eau brute;5.7449998855590803;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;04:00:00;1301;Température de l'Eau;23;Eau brute;5.6160001754760698;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;05:00:00;1301;Température de l'Eau;23;Eau brute;5.5139999389648402;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;06:00:00;1301;Température de l'Eau;23;Eau brute;5.3600001335143999;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;07:00:00;1301;Température de l'Eau;23;Eau brute;5.2309999465942401;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;08:00:00;1301;Température de l'Eau;23;Eau brute;5.1539998054504403;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;09:00:00;1301;Température de l'Eau;23;Eau brute;5.0500001907348597;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;10:00:00;1301;Température de l'Eau;23;Eau brute;5.0760002136230504;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;11:00:00;1301;Température de l'Eau;23;Eau brute;5.2309999465942401;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;12:00:00;1301;Température de l'Eau;23;Eau brute;5.5139999389648402;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;13:00:00;1301;Température de l'Eau;23;Eau brute;5.7960000038146999;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;14:00:00;1301;Température de l'Eau;23;Eau brute;6.1789999008178702;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;15:00:00;1301;Température de l'Eau;23;Eau brute;6.4580001831054696;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;16:00:00;1301;Température de l'Eau;23;Eau brute;6.6869997978210396;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;17:00:00;1301;Température de l'Eau;23;Eau brute;6.8889999389648402;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;18:00:00;1301;Température de l'Eau;23;Eau brute;6.9140000343322798;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;19:00:00;1301;Température de l'Eau;23;Eau brute;6.9400000572204599;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;20:00:00;1301;Température de l'Eau;23;Eau brute;6.9400000572204599;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;21:00:00;1301;Température de l'Eau;23;Eau brute;6.8889999389648402;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;22:00:00;1301;Température de l'Eau;23;Eau brute;6.8639998435974103;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;06/02/2014;23:00:00;1301;Température de l'Eau;23;Eau brute;6.8390002250671396;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;07/02/2014;00:00:00;1301;Température de l'Eau;23;Eau brute;6.73699998855591;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
6051550;ARDIERES A ST-JEAN-D'ARDIERES 1;07/02/2014;01:00:00;1301;Température de l'Eau;23;Eau brute;6.6609997749328604;27;°C;NA;NA;4;Non qualifié;NA;NA;NA;NA
